[[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]], 10, -0.04216100618927837, [[0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]], 5, 0.09523625436996785, [[0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]], 11, 0.03153121801189335, [[0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0]], 17, -0.0979948853662157, [[0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0]], 8, 0.04977612224780309, [[0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 2, -0.06771913757784337, [[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 5, -0.06576572737773223, [[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 8, -0.03355322875335792, [[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 11, 0.012299414683276833, [[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 4, -0.05530353708066699, [[0 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0]], 7, -0.0589339313156752, [[0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]], 17, -0.04489944634215143, [[0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]], False
[[0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]], 15, -0.15107421810859167, [[0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 0]], True
[[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]], 8, 0.035379124231088466, [[0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0]], 6, 0.05709254816933146, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0]], 15, 0.05938213708505019, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0]], 16, -0.0661993036280461, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0]], 18, -0.07514117129423359, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1]], 14, -0.04982757086567424, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1]], 17, 0.023312989555352548, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1]], 14, 0.0287703682442903, [[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1]], False
[[0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1]], 4, -0.007049114039283488, [[0 1 0 0 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1]], True
[[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]], 7, 0.10720439958837741, [[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]], 4, -0.026125967972328634, [[0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0]], 11, 0.0068118456001508565, [[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0]], False
[[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0]], 4, 0.016790541544268955, [[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0]], False
[[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0]], 18, 0.04009043447423849, [[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1]], False
[[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1]], 10, -0.09312081662259292, [[0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 1]], False
[[0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 1]], 16, -0.07027395913202777, [[0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 1]], False
[[0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 1]], 0, -0.047101630738367095, [[1 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 1]], False
[[1 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 1]], 13, -0.05085505363771031, [[1 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1]], True
[[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]], 9, 0.11073316950760043, [[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]], False
[[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]], 17, -0.026820621192376604, [[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0]], False
[[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0]], 11, -0.01424119289686443, [[0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0]], False
