0,0.16666666666666666,[0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.9960079893439915,0.4,[-0.23333333333333336],-0.23333333333333336
1,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1],0.9920319148370607,0.4,[-0.16666666666666669],-0.16666666666666669
2,0.36666666666666664,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9880717128619306,0.4,[-0.03333333333333338],-0.03333333333333338
3,0.3333333333333333,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0],0.9841273200552852,0.4,[-0.06666666666666671],-0.06666666666666671
4,0.26666666666666666,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0],0.9801986733067555,0.4,[-0.13333333333333336],-0.13333333333333336
5,0.3,[0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0],0.9762857097579095,0.4,[-0.10000000000000003],-0.10000000000000003
6,0.16666666666666666,[0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0],0.9723883668012471,0.4,[-0.23333333333333336],-0.23333333333333336
7,0.26666666666666666,[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],0.9685065820791978,0.4,[-0.13333333333333336],-0.13333333333333336
8,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9646402934831233,0.4,[-0.16666666666666669],-0.16666666666666669
9,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0],0.9607894391523235,0.4,[-0.16666666666666669],-0.16666666666666669
10,0.2,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0],0.956953957473047,0.4,[-0.2],-0.2
11,0.23333333333333334,[0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9531337870775051,0.4,[-0.16666666666666669],-0.16666666666666669
12,0.26666666666666666,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0],0.9493288668428899,0.4,[-0.13333333333333336],-0.13333333333333336
13,0.16666666666666666,[0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0],0.9455391358903965,0.4,[-0.23333333333333336],-0.23333333333333336
14,0.26666666666666666,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0],0.9417645335842489,0.4,[-0.13333333333333336],-0.13333333333333336
15,0.2,[0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9380049995307297,0.4,[-0.2],-0.2
16,0.26666666666666666,[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],0.9342604735772138,0.4,[-0.13333333333333336],-0.13333333333333336
17,0.3,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0],0.930530895811206,0.4,[-0.10000000000000003],-0.10000000000000003
18,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0],0.9268162065593825,0.4,[-0.16666666666666669],-0.16666666666666669
19,0.26666666666666666,[0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0],0.923116346386636,0.4,[-0.13333333333333336],-0.13333333333333336
20,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0],0.9194312560951249,0.4,[-0.16666666666666669],-0.16666666666666669
21,0.23333333333333334,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9157608767233258,0.4,[-0.16666666666666669],-0.16666666666666669
22,0.26666666666666666,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1],0.9121051495450906,0.4,[-0.13333333333333336],-0.13333333333333336
23,0.3,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0],0.9084640160687063,0.4,[-0.10000000000000003],-0.10000000000000003
24,0.16666666666666666,[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],0.9048374180359597,0.4,[-0.23333333333333336],-0.23333333333333336
25,0.26666666666666666,[0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9012252974212049,0.4,[-0.13333333333333336],-0.13333333333333336
26,0.26666666666666666,[0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],0.897627596430435,0.4,[-0.13333333333333336],-0.13333333333333336
